Sentence_before,Sentence,Sentence_after,Filename,Year,Match,Phrase Key,Is Death Euphemism? (Yes/No)
"« hvis du virkelig kender dem — gid du gjorde ! — , så ville du billige dem , derom nærer jeg ikke spor af tvivl , » sagde Torben mildt . Den noble måde , han svarede på , irriterede hende endnu mere ; den mindede hende så levende om , hvor hendes plads i samfundet oprindelig var . Skønt hun ville skjule det for sig selv , følte hun dybt det , — som Torben ville kalde ureglementeret — der","nu var over hendes liv . Når alt kom til alt , var måske dog hendes frygt for at miste ham det overvejende . Hun var så vant til at leve og vinde på dette at tage sig ud , en kvindeskæbne , som takket være nutidens emancipation er ved","at fordele sig ! at hun med den frygteligste angst tænkte på de fremtidige tre år og forestillede sig dé ødelæggelser , de mulig ville frembringe i hendes ydre . Og dertil var hun angst for dette stille , arbejdende og ubemærkede liv , som også skulle komme . Hvorledes skulle hun holde det ud ?",1892_Schjoerring_EnKrise.txt,1892,miste ham,miste* ham,No
", som havde sagt til hende straks , da hun var ulykkelig , af hun havde et hjem ! hos ham , så længe han ejede et på jorden . ' og hvor : ofte havde han ikke kaldt sig hendes faderlige ven , skulle han nu have den tak af hende , af hun trak sig tslbage og berøvede ham sin tak , kærlighed og tillid , , som han så fuldtud havde ejet ?",Kunne hun i det hele have råd til af miste ham ?,"Med den lykkelige kraft , som ungdommen har til af sætte over vanskeligheder , som i senere år blive tårnhøje umuligheder , var hun i et par sprurg ved siden af ham . der gik et glad og lykkeligt smil hen over hans ansigt , og han tænkte :",1875_Schjoerring_HavetsDatter.txt,1875,miste ham,miste* ham,No
» Gå ind far ! skynd dig og kom igen og fortæl mig . Herregud ! — om vi skulle,miste ham ! «,"Han stod ved vinduet , mens faderen var inde i soveværelset ; han stod og så ned i",1884_Kielland_Fortuna.txt,1884,miste ham,miste* ham,Yes
"— dengang var jeg fjorten år , og jeg havde en kærlig fader . Nu har jeg også",mistet ham .,"— gud velsigne hans minde , svarede Kaja Helms . Hvor mange ville have sat en livrente",1873_Barner_SlottetChantily.txt,1873,mistet ham,miste* ham,Yes
"sin lille drengs leje ; ak ! hvor bad hun til gud , om at hun måtte få lov til at beholde ham ! men","hun så det , hun følte det , hun måtte miste ham .","Da bøjede hun ydmygt sit hoved under hans villie , som hun vidste alene forstod , hvad der tjente til hendes",1884_Fogtmann_Stroem.txt,1884,miste ham,miste* ham,Yes
"— o , frels ham , frels Hain fra denne sørgelige skæbne . Han er min elskede , o jeg vil dø af","sorg , hvis jeg mister ham , hvis han skal spærres",inde i et . . . Det var som om hun ikke formåede at udtale,1874_Albertius_BjergmandensRing_1.txt,1874,mister ham,miste* ham,Yes
"nyttede ikke ; pigen havde jo fortalt , at han ikke var ved sin bevidsthed . Men se ham ville","hun dog , inden hun mistede ham for evig —",var han ikke hendes endnu — hvem havde ret til at stille sig imellem ? — og hun fik dette,1878_Broendsted_IBoelgegang.txt,1878,mistede ham,miste* ham,Yes
"Og dog , da Olsen kom for sidste gang , da han spillede det sidste stykke for hende , følte hun først ret , hvad det ville","sige , at skulle miste ham , det lyse skær svandt lidt efter lidt ,","og fremtiden lå for hende som en lukket bog , hun ikke formagede at åbne . Det var som om en tåge lagde sig for",1878_Anonym_TanteJacobine.txt,1878,miste ham,miste* ham,No
"Ulfeldt havde mange fjender , og hun frygtede , at de ville prøve et stormløb mod ham , når",kongen havde lukket sine øjne . Hun var mere,"fremsynet end Ulfeldt , og nu , da enden nærmede sig , værdsatte hun først til fulde , hvor meget hendes",1895_EwaldHF_LeonoraKristina.txt,1895,lukket sine øjne,lukke* sine øjne,Yes
"bære sit kors , og derigennem har hun vundet den sande , den eneste lykke ; det gælder her i verden","om at tie og lide , at lukke sine øjne for alt det , som","synes stygt men nu engang ikke kan være anderledes ; det er så let at tilgive , når man elsker , og , ikke",1899_Lemche_FolketsSynder.txt,1899,lukke sine øjne,lukke* sine øjne,No
"holdt altid meget af dig og tog dit parti , når jeg var slem mod dig . Gør del derfor for hans skyld . Olava var også",hans yndling . “ Lene lukkede sine øjne ; Mira kunne se .,"Hun var meget træt . Kort efter faldt hun i en tung søvn , da rejste Mira sig sagte og forlod hytten , fulgt af Olava , der",1871_Juel_Zigeunerbarnet.txt,1871,lukkede sine øjne,lukke* sine øjne,No
"satte barnet sig , tog benene op på bænken , lænede sig tilbage og lagde armene over kors .",Hun lukkede sine øjne og sad ganske stille ; der,"kom et par små rynker i panden , en ( fang imellem bevægede hun øjenbrynene og smilte let :",1876_JacobsenJP_FruMarieGrubbe.txt,1876,lukkede sine øjne,lukke* sine øjne,No
"Marie havde holdt , hvad hun havde lovet fin moder ; thi hun sad op hver morgen før andre folk i byen før at spole . Ten gamle havde nu ikke nødig at sidde ved spolerokken ; nu kunne hun binde hoser , læse i psalmebogen eller slå en sladder af med en nabokone . Hun roste da alletider Marie og sagde : „ Der er ingen , som kan have det bedre på sine gamle dage end jeg . “ Men da forårstiden kom , så var hendes tid ikke længer , som hun havde snakket om i mange","år . Gamle folk , der næsten have været raske altid , falde gerne pludselig af ; således gik det også med hende . Hun var knap syg i en halv snes dage , førend hun lukkede sine øjne for bestandigt . Nu var Marie da ene ; men hun","følte det ikke rigtig endnu , thi hun havde så travlt med tilberedelserne til begravelsen , med at købe ind og med at bede gæster , så mange svin hytten kunne rumme . Den gamle fik da så en rigtig „ kristelig “ Begravelse , med sang og klang , levnetsbeskrivelse og lovtale , og efter en kort tids forløb knejsede en stor ligpæl på hendes grav . Men seks blanke specier , som Marie havde sparet sammen i al sin tid , måtte også springe , og desuden måtte hun låne",1897_NielsenA_FraLandet.txt,1897,lukkede sine øjne,lukke* sine øjne,Yes
at en rvstende hånd gled hen over hans hoved . » Gamle-jens ! « sagde han . » Hvorfor ville,"hun dog lukke sine øjne , førend jeg kom . Nu","har døden taget hende , og hun kan ikke høre , hvad jeg siger . «",1886_Budde_DoedensGudsoen.txt,1886,lukke sine øjne,lukke* sine øjne,Yes
"— å Henrik , Henrik — du snedige ræv — du listige forræder — Judas , som du er ! Og hun — den kælne , katteagtige kokette ! — hun har smøget sig ind mod ham — set på ham med de kolde , grå glasøjne i det farveløse ansigt — til han blev tosset og glemte både pligt og ære . — himmel , hvad er det dog ikke for en skandale !","Ved dette udbrud var Anna fuldstændig indviet i , hvad der var sket . — tårerne trængte sig frem , hun vendte sig om for at skjule dem ; den eneste trøst , hun vidste , var , at provsten havde lukket sine øjne .","Gennem spisestuen gik hun hen og åbnede døren til køkkenet : — vil Hansine holde maden varm en times tid , — sagde hun , satte sig stille ned ved vinduet og ventede tålmodigt på , at den første store bevægelse skulle lægge sig , og andre krav gøre sig gældende . — ingeniøren måtte jo trænge til noget efter rejsen",1899_Kirkegaard_Provstinden.txt,1899,lukket sine øjne,lukke* sine øjne,No
"på denne dag , den 9de februar år 1670 , i middagsstunden , havde kong Frederik den",tredie lukket sine øjne og sagt verden farvel .,klokkerne fra kongeborgens store tårn istemte et kraftigt memento om altings forgængelighed,1888_EwaldHF_Griffenfeld.txt,1888,lukket sine øjne,lukke* sine øjne,Yes
"Christoffer i en spottende tone . „ De ville helst have indebrændt mig , men da jeg styrtede mig ud af vinduet",for ikke at omkomme i flammerne og blev liggende,"uden at rejse mig , så mente de , at det var bedst , at de bragte dig mit halvdøde legeme , over",1873_WintherC_DenFredloesesSoen_2.txt,1873,omkomme,omkom*,Yes
"legede ude på ridebanen . Der var også Somme , der fortalte , at i lod hans amme slutte i bolt og","jern og ynkelig omkomme , fordi hun ikke havde","passet bedre på drengen . “ „ Kvinde ! “ udbrød grevinden , bleg og skælvende ,",1883_Brosboell_Krybskytten.txt,1883,omkomme,omkom*,Yes
"arbejde , og vi lærer højest at omfatte disse fremmede med en stamhus- eller fideikommis-","godhed , som blot forbyder os at lade dem omkomme","af nød og mangel . Opfylder man den forpligtelse , er man ædel .",1885_SchandorphS_DetGamleApothek.txt,1885,omkomme,omkom*,Yes
"— tilgiv mig , jeg ved jo også at gud sørger for os , han vil ikke lade mig og min søster",omkomme af nød !,— når nøden er størst er hjælpen nærmest ! Lød i det samme en mandlig stemme .,1874_Albertius_BjergmandensRing_1.txt,1874,omkomme,omkom*,Yes
"det retteligen bør udlægges . — af hvad årsage skal da sværdet blive i sin sted og den ,",der tager sværdet omkomme med sværd ? Dette,"er for os at betænke udi trende poster : « denne er da den første post , at mennesket",1876_JacobsenJP_FruMarieGrubbe.txt,1876,omkomme,omkom*,Yes
"„ Hvad kan du vel gøre mig ? Måske du vil lade mig sulte ihjel , for derved at gøre mig","så elendig , at jeg for ikke at omkomme skulle føje","dig i din villie . Den dag vil aldrig komme , thi denne dolk vil jeg da benytte , før jeg vil være",1872_Valdemar_KjaerlighedHaevnOgFrelse.txt,1872,omkomme,omkom*,Yes
"havde opgivet det ; og dersom man ikke havde holdt ham tilbage , så havde han måske også frelst","den mand , som omkom deroppe . “","„ De tager fejl , hr . Kraft , “ bemærkede Selmer ; „ der omkom ingen . “",1872_HeegaardS_FamilienGorm.txt,1872,omkom,omkom*,Yes
„ De kan jo besøge det fra tid til anden . Severn-castle er jo forbunden med monkland ved jærnbane . “ Ellen nikkede og spurgte efter nogen betænkning :,"„ Tror de ikke , at den bjærgkløft , som — som min dyrebare Redando omkom i , nu er tilgængelig ? “","„ Det var jo muligt , “ svarede greven noget tøvende ! Ellen betragtede ham med et bedende blik .",1892_Richter_DonRedandoEllerKaerlighedOgKamp_2.txt,1892,omkom,omkom*,Yes
"strømmede over hans ansigt , bad han dæmpet , indtrængende til gud om , at han skulle la",bedsteforældrene omkomme ved et ulykkes- tilfælde,så snart som muligt . Eller i det mindste bare hende . Han tiggede og tryglede,1887_SkramA_ToVennerHellemyrsfolket.txt,1887,omkomme,omkom*,Yes
"slaver “ og dog havde denne mand vist sig så god imod ham , st han Aden hrns hjælp ville",have været omkommet af snlt sz elendighed .,"Fabrikherren sagde , at hans plads stod ham åben og st han kunne begynde , når han selv",1876_Albertius_KlokkenIRosendalen_1.txt,1876,omkommet,omkom*,Yes
"forvirring . “ „ Det fia ! ikke lykkes ham . Jeg snfier , at de ville","omkomme i luerne , “ hviskedee navn til mor Berg og","sneg sig efter profeten , der forlod Herrens tempel ; da han kom udenfor den skønne kirke , betragtede handen",1875_Anonym_GuldsmedensDoettreEllerKjaerlighedTilDoeden.txt,1875,omkomme,omkom*,Yes
"Elvira bøjede sig ned over den på jorden liggende kvinde , og ved lynglimtene så hun da , at hun var ung , men at hun var mager og afkræftet . Det var Margrete .","» Herregud , « mumlede Elvira , » hvem kan det dog være , der ligger således her midt i skoven i en nat som denne . Flun må jo omkomme i det skrækkelige vejr . Rejs dem op , kære , « tilføjede hun højt , » De risikerer","at omkomme , hvis de ret længe bliver liggende således . « En langtrukken , klagende stønnen var hele svaret .",1899_Worm_ForbrydelsernesKongeEllerDenSkalperedePraest.txt,1899,omkomme,omkom*,Yes
"sunken ned i mosen , hvor flere er omkomne . Hvorledes skal jeg redde dem , inden de synker","dybere ned og omkommer , thi ville jeg vove mig","ud i hængedyndet , så kom jeg til at dele skæbnen med dem . — jeg vil ile tilbage til herregårde",1872_Valdemar_KjaerlighedHaevnOgFrelse.txt,1872,omkommer,omkom*,Yes
korporalen med dirrende stemme . — medflinter ? O ve ! Dersom hr . Greven,"vidste , at vi skulle omkomme så elendigt . Endnu","kunne han skaffe os redning . Ak , dersom han vidste det ! Jeg stakkels ulykkelige mand ! Hvo vil nu",1877_Vinter_EbbaBraheEllerKongensBrud.txt,1877,omkomme,omkom*,Yes
"som Hagbarth og Signe ? “ „ Jeg ynkes over husets beboere , de ville",omkomme med os i flammerne . “,"„ Så må vi finde os i vor skæbne , og den vil vist blive krank . “",1887_Gioerup_ErikEmun.txt,1887,omkomme,omkom*,Yes
Stakkels perle ? Den gøede sorgjæves . Jacob greb den ved det ene forben og gik bort med den for af drukne den .,Mon Fru Lehmanns samvittighed nu fik fred ?,"Nittende capitel . „ Nej , Ella ! skønt jeg ofte i mit liv har sagt det lille ord",1870_Juel_Hittebarnet.txt,1870,fik fred,f* fred,No
"imorgen ? « Fennefos blev lidt overrasket , men samtykkede ,",forat få fred ; og så snart farveren,"var gået , kastede han sig på sengen og faldt i søvn .",1882_Kielland_SkipperWorse.txt,1882,få fred,f* fred,No
"slæden køre frem , og efter at han havde aflagt hr. Detlev brokdorff et køligt afskedsbesøg , drog han endnu samme aften med sin hustru tilbage over isen til fastlandet . Da døren lukkede sig efter Ellen og Vagn , lå Styge længe hensunken i sin bitre gråd , medens kongen tavs betragtede ham .","Da gråden omsider stilnede af , var det som om hans hjerte havde fået fred . Der var en dyb , forklaret lykke over hans ansigt , da han hævede hovedet og foldede hænderne .","„ Almægtige gud , “ sagde han , idet han bøjede knæ og løftede de foldede hænder i vejret , „ jeg takker dig i Jesu Christi navn , fordi du hørte min sidste bøn og lod mig flue hende , som jeg har elsket så inderligt . Lovet være dit navn , at du lod mig denne lykke vederfares , inden du byder mig at drage herfra . Almægtige gud ! Du , der byder over alverdens glæder og sorger , du skænke hende livets sundeste og ærligste lykke af din nådes uendelige rigdom . Jeg takker dig af",1898_RygaardHo_Kongesvaerdet.txt,1898,fået fred,f* fred,No
"end alle andre —; kort sagt, bliv nu ikke bedrøvet over mig, jeg måtte, jeg kunne ikke andet for dog en",gang at få fred i sindet--------jeg er nu katholik.»,"(«katholik!» råbte provsten. «fangen af disse, disse ....»)",1893_Broendsted_Frihed.txt,1893,få fred,f* fred,No
"Hun havde ikke bestandig haft det godt hernede , stakkar ; for faderen havde nok drukket",adskilligt . Men nu havde hun da fået fred .,"Hun lå deroppe , sagde man , med blodet som en gylden glorie om hovedet ! . .",1890_LieE_MedBlyanten.txt,1890,fået fred,f* fred,Yes
"oppe på stranden , svarede hun . Men de andre damer har sagt det , og så går jeg",her for at få fred .,"Hvis børn vil gå for langt ud , sagde han , hvor de ikke kan bunde , og strømmen",1898_Bierfreund_ForgangenNat.txt,1898,få fred,f* fred,No
"latter , hvis han trykte det . Men han måtte trykke det , endog betale det med overdreven",pris for at få fred i sit hjerte .,"Og Lynge svor , at aldrig mere skulle en ung dame få ham forlokket til tåbeligheder .",1893_Hamsun_RedaktoerLynge.txt,1893,få fred,f* fred,No
"andre skjelmer dernede . Beskedenhed er en skønne dyd , der ikke noksom kan indprcentes børnene for at",de voksne kan få fred for dem ; men skynde de sig,"ikke med at aflægge den , når de selv blive voksne , så kan de bande på , at de komme til at slå i",1870_Dodt_AegteOgUaegte.txt,1870,få fred,f* fred,No
"sagte . » Nej ; men jeg skal se ham , og de skal se","ham , og vi skulle begge få fred i evigheders",evighed . Ja — de ogsål thi jeg kender dem godt ; deres fader har talt til mig om,1878_Broendsted_IBoelgegang.txt,1878,få fred,f* fred,No
"« å ! vi holde det vel ud ligeså godt som alle de andre , indtil det får ende , og vi",få fred . »,« ja ! God nat ! Når få vi fred ? det er der jo ingen udsigter til endnu ; jeg kan ikke,1883_MoellerEH_Ellen.txt,1883,få fred,f* fred,No
"naturligvis i det første øjeblik rystet Rosa stærkt ; men virkningen blev dog slutteligt , at hendes",hjerte fik fred : .,"Det kunne jo ikke være andet . For hende var han dog tabt for dette liv , og at tænke sig",1881_EwaldHF_GeorgReinfeldt.txt,1881,fik fred,f* fred,No
"Hun tænkte vel på sin søn . „ Og hvis de nu alle stak af , blev desertører ,","smurte haser , tror de så , vi fik fred ? “ indfaldt",Smitt . „ Undertvungne blev vi så vel netop drevne,1894_Kieler_HanFaldtVedHelgoland.txt,1894,fik fred,f* fred,No
"tabe , viben , lad være at befatte dig dermed , jeg beder dig i aften så bønligt herom . Nu har vi","fået fred og gode dage mellem vore slægter , der","er lyst velsignelse over dem , vil du lede det til det onde ? “",1875_Brosboell_VibenPeter.txt,1875,fået fred,f* fred,No
i den kristianshavnske idyl . Jeg havde nu en gang djævlen i kroppen og ville,"ikke have fået fred , før jeg havde","rendt bukkehornene af ham . Desuden , jeg ville jo være digter ,",1896_Pontoppidan_Hoejsang.txt,1896,fået fred,f* fred,No
Bjørn Jarl . Overrasket hørte Jarlen på efferretningen om Krutos mord .,"„ Nu , “ mente han , „ ville vi få fred på den",kant . “ Han brød seglet på fyrst Henriks brev og begyndte,1887_Gioerup_MoerkeTider.txt,1887,få fred,f* fred,No
"onkel justitiarius på sin , tante på sin , og dertil Tobias , — der havde ikke været tanke",på at få fred eller være sammen for de to i,"al den tid så meget som i et minut . Straks den første dag havde de , — det var",1887_LieJ_EtSamliv.txt,1887,få fred,f* fred,No
"fordi jeg er bleven ældre eller fordi ulykken , i stedet for at hærde mig , har blødgjort mig . Nu er altså","fem af mine brødre vandrede heden : Harald , Knud ,","Benedikt , Sigurd og Bjørn , næste gang bliver det måske mig . Bjørn holdt jeg af , jeg kunne trygt forlade",1887_Gioerup_MoerkeTider.txt,1887,vandrede heden,vandr* heden,Yes
ofte i vort flus . Nu var der lang tid siden dengang . De,"gamle havde vandret heden , og den nye slægt",var blevet ganske anderledes fremskreden . Onkel selv var bleven halvt grå og sad som en værdig,1888_Winterhjelm_Smaastykker.txt,1888,vandret heden,vandr* heden,Yes
"læge og chemiker , kong Frederik den tredies hofmedikus , doktor ahasverus Payngk var","vandret heden , havde hun i sit halvtredsindstyvende",år indladt sig i ægteskab med den femten år yngre Ulrik luft . Enten det nu,1888_EwaldHF_Griffenfeld.txt,1888,vandret heden,vandr* heden,Yes
"møde , i hvor bedrøveligt det end ellers monne være ! for nu dør jeg glad og gerne med dig og","kan vandre heden med fred i min sjæl , siden vi",har genfundet hinanden og er bleven forligte . “ Han gjorde en sagte bevægelse med hovedet,1884_NielsenJ_DenOndeLensmand.txt,1884,vandre heden,vandr* heden,Yes
"siger jeg , vi er alle gud Herren en død skyldige . Jeg har livet kært , og jeg ved , at Cæcilie vil fælde","tårer over mig , når jeg er vandret heden ; men","hun vil forvinde sit tab . Få kvinder gråne for mandens død . Vel , at det er så ! En trøst har",1898_EwaldH_KristianDenAnden.txt,1898,vandret heden,vandr* heden,Yes
"til den fraværende søn ! Grevinden omfavnede alle de kære , bad en kort",bøn og sov ind for aldrig mere at vågne . -- -- -- -- -- -- -- -,en sådan død har ikke alle hendes fjender fået . Endnu i levende live ( i slutningen af 1873 ) besluttede,1875_Karstens_GrevindeDanner_2.txt,1875,sov ind,sov* ind,Yes
"aftenskæret . Småfuglene sagde alt tavse og melankolske , som om de bad deres aftenbøn før",de stak hovedet under vingen og sov ind .,"Fred var der i naturen , ikke et vindpust rørte sig og ikke en lyd afbrød den harmoniske stilhed .",1876_Albertius_KlokkenIRosendalen_1.txt,1876,sov ind,sov* ind,No
"foldede hun hænderne over barnet , der lå ved hendes side , og bad Herrens bøn . Hvorpå",hun sov ind .,Ingen kan forklare menneskenes sjæls tidt mærkværdige egenskaber . Jeg kan fortælle,1898_KragT_FruBeatesHus.txt,1898,sov ind,sov* ind,Yes
"„ Tæk , det håber jeg , at jeg vil ; guds velsignelse hvile over dig og dit hus ! God nat , i Jesu velsignede",navn ! “ Dermed vendte hun sig mod væggen og sov ind .,"Næste morgen så de , at hun var sovet ind for stedse , hvad hun visseligen forud havde en følelse af at ville .",1882_GudmandHoeyer_SorteEllenOgHendesSoen.txt,1882,sov ind,sov* ind,No
Munken smilede . Alt som Gil talte blev hans stemme mere,"lallende , til sidst sank hans hoved ned og han sov ind .",Diavolo betragtede ham smilende og rejste sig ; han gik hen til kisten og åbnede låget .,1879_Holm_AmbrosiusEllerSkottenIGuldbrandsdalen_1.txt,1879,sov ind,sov* ind,Yes
kaminen inden jeg går til ro ; så ligger jeg og betragter de dansende gnister og ulmende gløder,og sover ind under veddets knitren .,"Ja , jeg er glad og lykkelig , men under det lyse ligge dog mørkere toner , der skinne igennem ;",1876_Bauditz_Himmelbjerget.txt,1876,sover ind,sov* ind,No
atter og vendte sig søvnig bort . Allerede inden hun fik den lagt tilrette i kurven ved,"siden af sengen , var den sovet ind .",Så puttede hun sig selv godt ned under dynen ved siden af manden og pustede,1897_Pontoppidan_Kirkeskuden.txt,1897,sovet ind,sov* ind,No
"rullede ned , se ud på himlen og stjernerne . „ Her er dejligt , “ sagde Julius til sig selv",og sov ind .,Fjortende kapitel . Et foredrag på stilladset .,1877_Gioerup_VildeSkud.txt,1877,sov ind,sov* ind,No
"orden . Forunderlige billeder joge forbi hans tanker ,","inden han sov ind , og de fortsattes i drømme ; efterhånden","antoge de fornøjeligere farver , og ifær stod den lille episode med Hedvig lysende i hans erindring .",1878_Bjoernsen_FraFortidOgNutid.txt,1878,sov ind,sov* ind,No
"hendes ungdom og skønhed , som den rige arving . Det er så let af vænne sig til denne luft ,","den beruser , man sover ind i den . Hos Zevaco","fandt hun for første gang ikke disse hensyn , han iagttog en uforanderlig høflighed overfor hende ,",1888_Brosboell_Vendetta.txt,1888,sover ind,sov* ind,No
"nok ingenting , for han kunne ikke . Han stængte blot døren med dobbelt slå og satte",elghunden på vagt før han sov ind ; thi,"ildesindede folk kunne nok ligge i Skogen , og det var godt at få vide , om nogen",1898_KragT_FruBeatesHus.txt,1898,sov ind,sov* ind,No
"— ræk mig din hånd for sidste gang , Aron , stammede han . Nu er det snart ude med mig ; men dæk","du nu , når jeg er hensovet , dette hul til efter mig ,","og drag du så afsted , for at hævne mig på disse krisfenhunde , der tørster efter deres medmenneskers blod",1876_LB_Taterkongen.txt,1876,hensovet,hensov*,Yes
"Første kapitel . Halvandet år var henrunden , siden kong",Frederik den fjerde hensov i ødense natten mellem,"den 11te og 12te øktvber 1730 . Hans danske sind , utrættelige arbejdsomhed , sagtmodighed og kærlighed",1878_Barner_CharlotteAmalie.txt,1878,hensov,hensov*,Yes
endeligt . Få dage sildigere fandt nogle kanniker hans lig i kuppelkapellets ottekantede hvælving . Han,"syntes at være hensovet stille og rolig , og hans livslys","at være flukket som den lampe , hvis olie er ndrunden . Efter en inderlig bøn til den altstyrende gud for",1870_LundOC_ZittaEllerDomkirkensDatter.txt,1870,hensovet,hensov*,Yes
alt efter nærmere angivne bestemmelser “ . Dette var omtrent min faders sidste ord ; thi om,natten hensov han blideligen og jeg stod nu tilbage uden,"nogen nær slægtning , men i besiddelse af en formue , som måtte kunne sikre mig min fremtid , selv",1876_Friis_Laerepenge.txt,1876,hensov,hensov*,Yes
"„ Så giver du mig et håndgemæng derpå ! “ Efterat han havde rystet drengens hånd , gik han hen og satte sig på det tomme hoisæde , hvorpå han med megen stor alvorlighed gav sig til at søbe meelgrød .","Nu kom bintereu . Alle blomsterne vare både døde og begravede . Da de levede , overgik de kong Salomon i herlighed og pragt , nu da de vare døde , havde de også fået et ligklæde , der var hvidere og finere end nogen hensovet fyrstes , thi sneen","dækkede deres smuldrende levninger . Men blomsterne på Peder Jensens gærde ? Ja , det var gået dem som de andre . Rasmus tænkte sommetider med vemod på sine afdøde venner derude , og med længsel på den lille Katrine ; men det var da kun en flygtig tanke ; han havde det alt for godt til at blive sørgmodig . „ Bare nu vandingen kunne bære ! “ ønskede",1897_NielsenA_FraLandet.txt,1897,hensovet,hensov*,Yes
"« jo , levekraft er der sgu i den , » sagde stemmen fra sofaen , » ellers var den for længst",saligen hensovet under Kierkegårds angreb . »,"« hyggelig er præsten indrettet i sin landlige bolig , » citerede Fiedler med pattos , « også ved",1887_WintherH_PovlSaltern.txt,1887,hensovet,hensov*,Yes
og sønnen kom tidsnok ilende dertil for at lukke faderens øjne . Klokken seks om morgenen var Christian,"den sjette hensovet , og samme eftermiddag blev",Frederik den femte udråbt til Danmarks og Norges konge fra Christiansborg slot .,1878_Barner_CharlotteAmalie.txt,1878,hensovet,hensov*,Yes
lå hun i fjorten dage ; al lægernes konst var forgjeves ; den 17de Mai om eftermiddagen,hensov hun blideligt .,"Hendes huusbondes sorg var så dyb og rystende , at ingen , som var vidne til den , nogensinde",1888_EwaldHF_Griffenfeld.txt,1888,hensov,hensov*,Yes
"spejlede sig i vandet . Hun bøjede sig ud over båden og så på , hvorledes de roede mellem","to himle ; hun så også i vandet den , som roede ,","den ene af de to mænd , den yngste . Ingen talte , men luften var fuld af tanker . Så var de tre",1877_Colban_JegLever.txt,1877,himle,himl*,No
"„ Ja , det er også sket for min ven Eugene Sue . Han kunne ikke husfe , hvem",man havde ladet himle i de første dele og,man så derfor oftere flere salig hensovede sjæle stå op igen i de sidste dele og,1877_SoerensenC_FolketsSoen.txt,1877,himle,himl*,Yes
"som jeg har været , ligeså lykkelig må han blive . Han har været min glæde og fryd og nu vil jeg",fra himle « smile ned til ham og glæde mig,over ham . Ingeborg hvilede hovedet på sin arm og,1876_Albertius_KlokkenIRosendalen_1.txt,1876,himle,himl*,No
"ventende , stirrende over mod nains port . Derpå råbte han med en røst , som .måtte gjalde",fra de højeste himle til de dybeste afgrunde :,"» Se ! det guds lam , som bærer alverdens synd ! «",1896_Houn_Rafael.txt,1896,himle,himl*,No
"skulle hun have sin gang , da en smitsom syge var brudt ud og den tykke Ane var på","nippet til at himle af spedalskhed , — som","rigtignok Jørgen mente , at hun havde anskaffet sig allerede for lang tid tilbage .",1881_Drachmann_VandenesDatter.txt,1881,himle,himl*,Yes
"men hendes tillid til ham kendte ingen grændser , hendes kærlighed bar med ham bort fra alle","himle , og hun elskede sig overbevist . Og da","med tiden det nye blev tilvant og hjemligt , blev hun intolerant i høj grad og fanatisk , sådan",1880_JacobsenJP_NielsLyhne.txt,1880,himle,himl*,No
"og kunne ikke falde til ro . Så syntes jeg , jeg måtte tale med dig , Lissy , for det tilfældes","skyld , at jeg skulle himle . . . Er","det min skyld , Lissy ? . . . « Lissy rystede på hovedet og blev bare",1899_Rosenkrantz_FruenPaaHavreholm.txt,1899,himle,himl*,Yes
"mest heldbringende antal grader , og overalt var der jernsenge med krølhårsmadratser",uden de gamle himle og uden de,"masser af dyner , som man havde vadet i overalt i det tidligere » Hospital « .",1892_Muusmann_PaaSolsiden.txt,1892,himle,himl*,No
"hendes hjerte , og det var umuligt andet : hun måtte føle , at han elskede hende , og at hun i hans arme","hævedes op til kærlighedens højeste himle , hvor","følelser , hun ikke kendte , udfoldede sig , som roser udfolder sig en sommermorgen .",1894_Cavling_FraDeDybeDale.txt,1894,himle,himl*,No
banditer er i stand til at dræbe dem begge med deres forbandede kloroform . Jeg har hørt at et,"menneske kun kan tåle en vis del , ellers himle","de med det samme , og det er ikke mit ønske : thi den gamle er med al sin særhed dog en mand ,",1885_Ridderhjelm_ForstoedtEllerArmodOgRigdom.txt,1885,himle,himl*,Yes
"stående fod alle de længsler og savn fyldte , som de til hverdag knap kan finde en dråbe","vand til , de digter sig ind i alle syv himle ;","kærlighed , vin som brændevin hjælper dem derind , ære være menneskets dyrbareste stunder ,",1895_Bon_Fristelser.txt,1895,himle,himl*,No
Jeg fandt den i nekrologerne . Hvergang en fremragende personlighed,"gjorde det svageste tilløb til at himle , henkastede","jeg i sikre træk et billede af den afdøde , og han måtte da for mig helst krepere",1887_Muusmann_ForfloejnePile.txt,1887,himle,himl*,Yes
"heden , nu , da får jo guds moder en ung sjæl til sin opvartning . Ak ja , lad de unge , hoffærdige jomfruer",døe og himle og de gamle elendige kvinder leve,"og blive hernede ; for dem er jorden god nok , hi , hi ! De have ingen fæstemand , der sviger dem , de æde",1875_EwaldHF_KnudGyldenstjerne_1.txt,1875,himle,himl*,Yes
"ikke kan lukke øjnene for det , skønt vi inderlig ville ønske , at vi kunne have undgået at lægge",mærke til forargelsen . » alle tre søstre himlede,"i serafisk overjordiskhed . « jo , men kan det nu ikke være andre",1898_Gnudtzmann_Gadespejlet.txt,1898,himlede,himl*,Yes
imidlertid for nær til en stejl skråning . Vognen væltede og .hans kom under den . Brystet var,"vistnok knust på ham , og hån himlede dagen","efter . — din faster er helt rystet over det , som er sket , og tviner hele tiden for sin » kære hans « ;",1891_Meldgaard_BrydningerEllerIvarOgSigrid.txt,1891,himlede,himl*,Yes
